occ_code,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
49-9045,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9051,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9052,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9061,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9062,0.71,0.21,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-9063,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9064,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9071,0.6666666666666666,0.2727272727272727,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-9081,0.64,0.27,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-9091,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9092,0.85,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9094,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9095,0.88,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9096,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9097,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9098,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9099,0.67,0.26,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-1011,0.45,0.36,0.14,0.04,0.01,0.0,0.0,0.0,0.0,0.0
51-2011,0.84,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2021,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2031,0.8181818181818181,0.1515151515151515,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
51-2041,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-2051,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2061,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-3011,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-3021,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3022,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3023,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3091,0.91,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-3092,0.86,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-3093,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4021,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4022,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4023,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4031,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4032,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
51-4033,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4034,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4035,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4041,0.58,0.3,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0
51-4051,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4052,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4061,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4062,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4071,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4072,0.8181818181818181,0.1515151515151515,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
51-4081,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4111,0.6767676767676767,0.2626262626262626,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
51-4121,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4122,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4191,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
51-4192,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4193,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-4194,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-5111,0.28,0.21,0.15,0.13,0.08,0.05,0.05,0.04,0.01,0.0
51-5112,0.7,0.23,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-5113,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6011,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6021,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6031,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6041,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6042,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6051,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6052,0.71,0.21,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-6061,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-6062,0.92,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-6063,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-6064,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6091,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6092,0.61,0.22,0.09,0.04,0.02,0.01,0.01,0.0,0.0,0.0
51-6093,0.87,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-7011,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-7021,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-7031,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-7032,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-7041,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-7042,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-8011,0.6,0.27,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0
51-8012,0.5,0.25,0.12,0.07,0.03,0.01,0.01,0.01,0.0,0.0
51-8013,0.64,0.27,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-8021,0.68,0.25,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-8031,0.58,0.31,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
51-8091,0.56,0.29,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0
51-8092,0.78,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-8093,0.74,0.21000000000000002,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-8099,0.63,0.25,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
51-9011,0.77,0.19,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9012,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9021,0.88,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9022,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9023,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9031,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9032,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9041,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9051,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9061,0.7,0.22,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-9071,0.61,0.29,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
51-9081,0.7979797979797979,0.1414141414141414,0.0404040404040404,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
51-9082,0.71,0.23,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9083,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9111,0.88,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9123,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9124,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9141,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9151,0.68,0.18,0.07,0.03,0.01,0.01,0.01,0.01,0.0,0.0
51-9161,0.6868686868686869,0.23232323232323232,0.0606060606060606,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
51-9162,0.22,0.2,0.18,0.16,0.09,0.06,0.06,0.03,0.0,0.0
51-9191,0.92,0.06999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9192,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9193,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9194,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9195,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9196,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
51-9197,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-9198,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-1041,0.6565656565656566,0.2828282828282828,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
53-2011,0.53,0.32,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0
53-2012,0.58,0.31,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
53-2021,0.76,0.17,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
53-2022,0.5,0.33,0.12,0.04,0.01,0.0,0.0,0.0,0.0,0.0
53-2031,0.66,0.27,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3011,0.92,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3031,0.5555555555555556,0.3434343434343434,0.0808080808080808,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
53-3032,0.65,0.29,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3033,0.71,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3051,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-3052,0.82,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3053,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-3054,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-4011,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-4013,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-4022,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-4031,0.65,0.27,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
53-4041,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-5011,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-5021,0.63,0.29,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
53-5022,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-5031,0.62,0.29,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
53-6011,0.89,0.09999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-6021,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-6031,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-6041,0.63,0.24,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0
53-6051,0.6868686868686869,0.2525252525252525,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
53-6061,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7011,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7021,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7031,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7041,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7051,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7061,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7062,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7063,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7064,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7065,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7071,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7072,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
53-7073,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7081,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53-7121,0.86,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
